price,vehicle_type,registration_year,transmission_type,power_ps,kilometer,fuel_type,brand,unrepaired_damage,vehicle_age
550,sedan,1998,manual,75,150000,petrol,Volkswagen,yes,18
26900,suv,2013,manual,175,30000,diesel,Mazda,no,3
1000,station wagon,1998,automatic,170,150000,petrol,BMW,unknown,18
5350,station wagon,2005,automatic,101,80000,diesel,Volkswagen,no,11
10999,convertible,2006,automatic,256,90000,petrol,Audi,no,10
2350,station wagon,2005,manual,69,150000,diesel,Volkswagen,no,11
2850,station wagon,2006,manual,109,150000,diesel,Citroen,no,10
2200,convertible,2002,manual,109,150000,petrol,Peugeot,no,14
3790,small car,2007,automatic,61,50000,petrol,Smart,no,9
7200,sedan,1988,manual,300,150000,petrol,BMW,no,28
1150,coupe,1999,automatic,101,150000,other,Opel,yes,17
3700,small car,2006,manual,101,150000,diesel,Opel,no,10
3500,sedan,1998,manual,110,150000,diesel,Volkswagen,unknown,18
1900,van,2007,manual,75,150000,diesel,Ford,yes,9
18400,sedan,2015,manual,110,20000,diesel,Volkswagen,no,1
6800,sedan,2003,automatic,272,150000,petrol,BMW,no,13
10900,convertible,2006,Unknown,163,125000,petrol,Mercedes_Benz,no,10
4500,station wagon,2000,manual,150,80000,petrol,Audi,unknown,16
1590,other,1990,manual,113,90000,petrol,Audi,unknown,26
550,small car,1998,manual,113,150000,petrol,Ford,no,18
58700,coupe,2009,manual,420,60000,petrol,Audi,no,7
8100,suv,2005,automatic,204,150000,diesel,BMW,no,11
3800,sedan,2004,manual,135,125000,petrol,Renault,no,12
3250,sedan,2006,manual,105,125000,petrol,Fiat,no,10
3900,suv,2002,manual,116,150000,diesel,Toyota,no,14
800,sedan,1991,manual,90,150000,petrol,Audi,unknown,25
8800,van,2010,manual,163,150000,diesel,Mercedes_Benz,no,6
2250,station wagon,2001,manual,158,150000,petrol,Peugeot,no,15
1750,sedan,1999,manual,101,150000,petrol,Volkswagen,no,17
3500,station wagon,2006,manual,88,80000,petrol,Peugeot,no,10
1300,small car,2003,manual,60,70000,petrol,Ford,no,13
19800,coupe,2001,automatic,343,125000,petrol,BMW,no,15
7999,van,2003,manual,128,150000,diesel,Citroen,unknown,13
5000,station wagon,2011,manual,170,125000,diesel,Volkswagen,no,5
8300,sedan,2005,manual,143,80000,petrol,Mercedes_Benz,no,11
55000,coupe,2010,manual,385,60000,petrol,Porsche,no,6
4999,convertible,1992,manual,133,150000,petrol,Audi,unknown,24
900,small car,2001,Unknown,75,150000,petrol,Renault,no,15
2480,station wagon,2004,manual,100,150000,other,Skoda,no,12
9100,convertible,2009,manual,120,90000,petrol,Peugeot,no,7
849,small car,1998,manual,113,150000,petrol,Volkswagen,no,18
32999,sedan,2009,automatic,387,125000,petrol,Mercedes_Benz,no,7
850,small car,1999,manual,113,150000,petrol,Nissan,no,17
6000,coupe,1991,manual,174,150000,petrol,Volkswagen,no,25
7490,van,2005,manual,129,100000,petrol,Toyota,no,11
1600,small car,2001,manual,113,150000,petrol,Opel,no,15
1450,small car,1974,manual,113,125000,petrol,Fiat,unknown,42
5900,small car,2009,manual,71,80000,petrol,Smart,no,7
2850,sedan,2000,manual,170,150000,diesel,Mercedes_Benz,no,16
12500,convertible,2014,manual,69,30000,petrol,Fiat,no,2
8750,sedan,1993,automatic,279,150000,petrol,Mercedes_Benz,no,23
1100,small car,1996,manual,60,150000,petrol,Volkswagen,no,20
4000,sedan,2004,manual,116,150000,petrol,BMW,no,12
12700,van,2010,manual,140,90000,petrol,Volkswagen,no,6
175000,coupe,2016,automatic,610,5000,petrol,Audi,no,0
3099,small car,2005,manual,64,150000,petrol,Volkswagen,no,11
1500,small car,2003,manual,75,150000,diesel,Volkswagen,no,13
17900,station wagon,2012,automatic,136,150000,diesel,Mercedes_Benz,no,4
3699,sedan,2005,manual,120,150000,diesel,Opel,no,11
888,small car,2001,manual,60,150000,petrol,Fiat,no,15
3230,sedan,2003,manual,116,150000,diesel,BMW,no,13
8500,convertible,2003,automatic,170,125000,petrol,Audi,no,13
1500,convertible,1994,manual,90,150000,petrol,Volkswagen,no,22
20500,suv,2008,automatic,113,150000,diesel,BMW,unknown,8
750,coupe,1996,manual,102,150000,petrol,BMW,no,20
2500,station wagon,2002,manual,116,150000,petrol,Volkswagen,no,14
1750,station wagon,1999,manual,75,150000,petrol,Volkswagen,no,17
4299,coupe,2000,manual,193,150000,other,BMW,no,16
1250,convertible,1998,manual,113,150000,petrol,Renault,no,18
4900,small car,2003,manual,110,150000,petrol,Audi,no,13
2800,station wagon,2005,manual,150,150000,diesel,BMW,no,11
1400,Unknown,2016,manual,101,150000,other,Opel,unknown,0
600,sedan,1992,automatic,150,150000,petrol,Audi,unknown,24
599,small car,2000,manual,113,60000,petrol,Opel,no,16
2850,station wagon,1998,manual,193,150000,petrol,BMW,no,18
4950,sedan,2005,manual,95,60000,petrol,Mercedes_Benz,no,11
3399,sedan,2003,manual,102,150000,petrol,Audi,no,13
1150,station wagon,2002,manual,102,150000,diesel,Renault,no,14
16500,convertible,2001,manual,241,150000,petrol,Honda,no,15
9500,sedan,2009,manual,125,125000,petrol,Audi,no,7
999,sedan,1994,manual,75,150000,petrol,Volkswagen,unknown,22
38850,convertible,2008,automatic,387,60000,petrol,Mercedes_Benz,no,8
8000,sedan,2004,automatic,204,150000,diesel,Audi,no,12
7800,sedan,2010,automatic,105,150000,diesel,Skoda,no,6
4200,sedan,1982,automatic,136,150000,petrol,Mercedes_Benz,no,34
2990,small car,2004,manual,60,60000,petrol,Fiat,no,12
7100,suv,2005,manual,140,150000,diesel,Kia,no,11
4150,small car,2009,manual,90,150000,diesel,Toyota,no,7
650,Unknown,2016,Unknown,75,150000,petrol,Volkswagen,no,0
6950,sedan,2008,manual,122,125000,petrol,Volkswagen,no,8
850,small car,1995,manual,75,150000,petrol,Toyota,no,21
6888,small car,2011,manual,94,30000,petrol,Suzuki,no,5
10500,station wagon,2009,automatic,170,150000,diesel,Audi,no,7
1990,small car,2002,Unknown,113,150000,diesel,Smart,no,14
650,sedan,2002,manual,143,150000,petrol,BMW,yes,14
12490,suv,2011,manual,110,125000,diesel,Skoda,no,5
10990,sedan,2006,manual,200,125000,petrol,Volkswagen,no,10
22500,station wagon,2014,manual,110,20000,petrol,Audi,no,2
6250,station wagon,2009,manual,105,100000,diesel,Volkswagen,yes,7
580,small car,1997,manual,113,150000,petrol,Opel,no,19
9325,convertible,1992,manual,170,150000,petrol,BMW,no,24
3350,station wagon,2003,manual,75,125000,petrol,Skoda,no,13
1499,sedan,1996,automatic,125,150000,petrol,Audi,no,20
6950,van,2006,manual,105,100000,diesel,Volkswagen,no,10
599,Unknown,2000,manual,113,150000,lpg,Audi,yes,16
800,small car,2000,manual,113,125000,petrol,Fiat,no,16
900,station wagon,2000,manual,120,150000,diesel,Opel,no,16
4500,small car,2008,manual,80,150000,diesel,Skoda,no,8
2500,sedan,2003,manual,116,150000,petrol,BMW,yes,13
950,sedan,1994,manual,113,150000,petrol,Opel,unknown,22
8750,sedan,2009,manual,105,125000,diesel,Volkswagen,unknown,7
600,sedan,1996,manual,75,90000,petrol,Ford,no,20
6800,sedan,2005,automatic,218,150000,diesel,BMW,no,11
1500,small car,2006,manual,69,150000,diesel,Suzuki,no,10
7777,convertible,2012,automatic,113,80000,diesel,Smart,no,4
8700,sedan,2008,manual,163,150000,diesel,BMW,no,8
3100,small car,2002,manual,90,150000,petrol,MINI,no,14
550,sedan,1998,automatic,101,150000,petrol,Volkswagen,no,18
26150,sedan,2010,automatic,245,150000,diesel,BMW,no,6
1400,small car,2000,manual,113,150000,petrol,Seat,no,16
850,small car,2001,Unknown,60,150000,other,Ford,no,15
9499,convertible,2009,manual,126,150000,petrol,Mazda,no,7
1650,station wagon,2000,manual,113,150000,petrol,Opel,no,16
11500,station wagon,2012,manual,140,125000,diesel,Ford,no,4
600,convertible,1979,manual,75,150000,petrol,Opel,no,37
10500,station wagon,2006,automatic,170,150000,diesel,Mercedes_Benz,no,10
2350,station wagon,2001,manual,150,150000,petrol,Volkswagen,no,15
3950,convertible,1999,automatic,118,150000,petrol,BMW,unknown,17
1700,sedan,2000,manual,90,150000,diesel,Volkswagen,no,16
5500,small car,2009,automatic,113,90000,diesel,Smart,no,7
800,sedan,1996,automatic,116,150000,petrol,BMW,yes,20
4990,van,2006,manual,150,150000,diesel,Opel,yes,10
850,station wagon,1998,manual,75,150000,petrol,Opel,no,18
3999,sedan,2004,manual,140,150000,diesel,Seat,no,12
18490,sedan,2015,manual,110,5000,petrol,Volkswagen,no,1
20800,station wagon,2007,manual,177,100000,petrol,Audi,no,9
9500,sedan,2006,manual,150,100000,petrol,BMW,no,10
1350,sedan,1997,automatic,113,150000,petrol,Opel,unknown,19
1790,station wagon,1998,manual,75,150000,petrol,Volkswagen,no,18
4500,station wagon,2006,manual,150,150000,other,Opel,no,10
9900,sedan,2005,automatic,177,150000,diesel,BMW,no,11
2749,sedan,2003,manual,75,100000,petrol,Ford,no,13
2600,station wagon,2002,manual,155,150000,diesel,Audi,no,14
2990,van,2004,Unknown,116,150000,diesel,Seat,no,12
5750,sedan,2006,manual,122,150000,diesel,BMW,no,10
2333,convertible,1999,manual,193,150000,petrol,Mercedes_Benz,unknown,17
7700,station wagon,2009,manual,94,70000,cng,Opel,no,7
3990,small car,2014,manual,60,10000,petrol,Skoda,yes,2
5900,convertible,1996,manual,174,100000,petrol,Volkswagen,unknown,20
4600,small car,2008,automatic,71,80000,petrol,Smart,unknown,8
650,small car,1995,manual,60,150000,petrol,Opel,no,21
1999,van,2002,manual,101,150000,petrol,Mazda,no,14
8999,van,2006,manual,150,125000,diesel,Opel,no,10
4950,station wagon,1984,manual,136,150000,petrol,Mercedes_Benz,no,32
2200,Unknown,2005,automatic,113,125000,petrol,Mercedes_Benz,unknown,11
3100,van,2005,manual,109,150000,diesel,Mercedes_Benz,no,11
5999,van,2006,manual,105,40000,petrol,Opel,no,10
7700,suv,2003,automatic,163,150000,diesel,Mercedes_Benz,no,13
600,Unknown,2000,manual,101,150000,diesel,Opel,unknown,16
650,small car,1997,manual,60,150000,petrol,Toyota,no,19
1150,small car,2000,manual,75,150000,petrol,Volkswagen,no,16
3899,sedan,2003,manual,130,150000,petrol,Volkswagen,no,13
3999,van,2004,manual,136,150000,petrol,Renault,yes,12
1500,station wagon,2001,automatic,193,150000,petrol,Audi,yes,15
4999,sedan,1999,automatic,136,150000,petrol,Mercedes_Benz,no,17
10900,convertible,1996,automatic,150,150000,petrol,Mercedes_Benz,no,20
1500,Unknown,1995,Unknown,113,150000,other,BMW,unknown,21
4750,coupe,1994,manual,150,150000,petrol,Audi,no,22
4500,small car,2006,automatic,87,125000,petrol,Toyota,no,10
3950,small car,2001,manual,75,150000,other,Audi,no,15
500,station wagon,1997,manual,170,150000,petrol,Volvo,no,19
2900,Unknown,2016,manual,113,125000,petrol,Mercedes_Benz,no,0
2000,sedan,1986,manual,122,150000,petrol,BMW,no,30
1750,station wagon,2004,manual,131,150000,diesel,Ford,no,12
3400,sedan,2004,manual,113,100000,petrol,Renault,no,12
3100,van,2006,manual,140,125000,diesel,Volkswagen,no,10
1300,small car,2000,manual,113,150000,petrol,Renault,no,16
4500,small car,2008,manual,82,150000,petrol,Ford,no,8
750,station wagon,1997,automatic,103,150000,other,Fiat,unknown,19
1250,Unknown,1995,manual,113,90000,petrol,Volkswagen,unknown,21
600,small car,1997,manual,113,150000,petrol,Opel,yes,19
950,sedan,1994,manual,140,150000,petrol,Volvo,no,22
4350,station wagon,2004,automatic,163,150000,diesel,Audi,no,12
2500,Unknown,2000,manual,113,150000,other,Audi,no,16
1500,convertible,1995,manual,150,150000,petrol,BMW,no,21
4850,station wagon,2006,automatic,140,150000,diesel,Audi,no,10
1150,van,1999,manual,72,20000,petrol,Mazda,no,17
4600,coupe,2002,manual,170,150000,petrol,BMW,no,14
16250,convertible,2007,manual,306,150000,petrol,BMW,yes,9
1000,small car,2000,manual,69,90000,diesel,Peugeot,no,16
7700,station wagon,2009,manual,140,150000,diesel,Ford,no,7
7699,small car,2011,manual,69,50000,petrol,Fiat,no,5
26990,sedan,2013,automatic,310,90000,petrol,Audi,no,3
4000,station wagon,2005,manual,140,150000,diesel,Audi,no,11
11500,sedan,2005,automatic,250,125000,petrol,Audi,no,11
5350,small car,2010,manual,68,40000,petrol,Citroen,no,6
19500,sedan,2010,automatic,204,100000,diesel,Mercedes_Benz,no,6
5650,station wagon,2003,manual,170,125000,petrol,BMW,no,13
3550,suv,2001,manual,110,150000,diesel,Ford,no,15
22490,station wagon,2015,manual,110,20000,diesel,Audi,no,1
2400,sedan,2001,manual,90,125000,diesel,Seat,no,15
7500,Unknown,2007,manual,114,80000,other,Volkswagen,unknown,9
8800,station wagon,2009,manual,102,90000,petrol,Audi,no,7
900,Unknown,1998,manual,113,150000,petrol,Seat,no,18
1250,convertible,2002,Unknown,120,90000,petrol,Sonstige_Autos,yes,14
13250,van,2010,automatic,150,150000,diesel,Mercedes_Benz,no,6
7999,station wagon,2007,manual,170,150000,diesel,Skoda,no,9
1990,small car,2006,Unknown,113,150000,petrol,Ford,no,10
2666,convertible,2003,manual,92,150000,petrol,Opel,no,13
11970,station wagon,2012,automatic,143,150000,diesel,BMW,unknown,4
1590,small car,2005,manual,60,125000,petrol,Ford,no,11
4100,sedan,1982,manual,86,150000,petrol,Audi,no,34
4700,sedan,2004,manual,136,150000,diesel,Skoda,unknown,12
14750,coupe,2007,automatic,292,150000,petrol,Mercedes_Benz,no,9
17490,sedan,2014,manual,150,30000,petrol,Ford,no,2
1500,station wagon,2000,automatic,122,150000,petrol,Volvo,no,16
4800,van,2007,manual,110,90000,petrol,Nissan,no,9
8000,station wagon,2006,automatic,232,150000,diesel,Audi,no,10
700,van,1999,manual,113,150000,petrol,Renault,unknown,17
34750,station wagon,2011,automatic,258,60000,diesel,BMW,no,5
6600,station wagon,2005,automatic,131,150000,lpg,Audi,no,11
6799,sedan,2002,automatic,286,150000,lpg,BMW,no,14
20750,station wagon,2015,manual,150,20000,petrol,Seat,no,1
23500,convertible,2002,automatic,500,90000,petrol,Mercedes_Benz,no,14
1800,small car,2003,manual,76,150000,petrol,Suzuki,no,13
3000,sedan,1998,manual,150,150000,petrol,Volkswagen,no,18
26900,coupe,2012,Unknown,113,20000,petrol,Audi,no,4
6590,sedan,2006,manual,170,150000,diesel,Volkswagen,no,10
8950,sedan,1979,manual,109,125000,petrol,Mercedes_Benz,no,37
3500,station wagon,2001,automatic,192,150000,petrol,BMW,no,15
2449,convertible,2000,manual,115,150000,petrol,Mazda,unknown,16
1400,station wagon,1997,manual,150,150000,petrol,Mercedes_Benz,no,19
37000,convertible,2009,automatic,184,5000,petrol,Mercedes_Benz,unknown,7
3190,sedan,1998,manual,150,150000,petrol,Volkswagen,no,18
11100,sedan,2005,manual,218,150000,diesel,BMW,no,11
650,sedan,1997,manual,113,150000,petrol,Honda,no,19
3000,station wagon,2001,automatic,113,150000,diesel,BMW,unknown,15
2980,sedan,2002,manual,105,150000,petrol,Volkswagen,no,14
2700,van,2004,automatic,82,150000,diesel,Mercedes_Benz,no,12
19500,van,1974,automatic,66,150000,petrol,Volkswagen,unknown,42
500,small car,2001,manual,116,150000,diesel,Alfa_Romeo,yes,15
1500,small car,2005,manual,63,125000,petrol,Hyundai,no,11
1200,sedan,1997,manual,150,150000,other,BMW,no,19
18500,suv,2008,automatic,190,150000,diesel,Mercedes_Benz,no,8
7800,Unknown,2016,manual,113,100000,petrol,BMW,yes,0
800,sedan,1998,manual,125,150000,petrol,Mitsubishi,unknown,18
4390,convertible,2005,manual,90,125000,petrol,Opel,no,11
4500,suv,2004,manual,109,150000,diesel,Suzuki,no,12
1400,small car,2003,manual,70,150000,diesel,Fiat,no,13
10499,small car,2012,manual,143,150000,diesel,Seat,no,4
1100,small car,2000,manual,60,150000,petrol,Fiat,no,16
2998,sedan,2004,manual,109,125000,petrol,Mitsubishi,no,12
990,van,1993,manual,73,70000,diesel,Peugeot,no,23
2900,sedan,2004,Unknown,113,150000,diesel,Volkswagen,unknown,12
750,sedan,1996,automatic,193,150000,petrol,BMW,yes,20
8499,sedan,2005,automatic,313,150000,diesel,Volkswagen,no,11
3800,station wagon,2002,manual,105,125000,petrol,Volkswagen,no,14
8500,van,2008,manual,80,60000,petrol,Volkswagen,no,8
1250,station wagon,1997,manual,110,150000,diesel,Audi,no,19
14250,small car,2013,manual,111,60000,diesel,MINI,no,3
2500,convertible,2002,automatic,61,100000,petrol,Smart,unknown,14
1100,small car,2000,manual,113,125000,petrol,Opel,unknown,16
4399,station wagon,2003,manual,192,150000,petrol,BMW,no,13
7450,Unknown,2016,manual,150,60000,petrol,Mazda,unknown,0
1900,small car,2003,manual,113,5000,petrol,Volkswagen,no,13
2990,small car,2005,automatic,61,70000,petrol,Smart,no,11
3950,station wagon,2007,manual,122,150000,lpg,Peugeot,no,9
11700,sedan,2005,automatic,367,150000,petrol,BMW,no,11
1700,small car,2002,Unknown,113,150000,diesel,Smart,no,14
3690,sedan,2001,manual,231,150000,petrol,BMW,no,15
13400,station wagon,2009,manual,143,125000,diesel,BMW,no,7
650,Unknown,2016,manual,116,150000,other,Opel,yes,0
2100,coupe,1989,manual,136,150000,petrol,Volkswagen,no,27
11999,Unknown,2012,manual,114,125000,diesel,Volvo,unknown,4
10000,sedan,2012,automatic,95,50000,electric,Renault,no,4
6600,sedan,2009,manual,125,150000,petrol,Citroen,no,7
3699,sedan,2003,manual,101,150000,diesel,Volkswagen,no,13
8490,small car,2011,manual,69,40000,petrol,Fiat,no,5
3990,small car,2008,manual,65,125000,petrol,Opel,unknown,8
900,small car,2002,Unknown,113,150000,petrol,Renault,unknown,14
4149,sedan,2003,manual,75,80000,petrol,Volkswagen,unknown,13
890,small car,1995,manual,113,150000,petrol,Opel,no,21
800,sedan,2000,manual,103,150000,petrol,Fiat,no,16
1250,station wagon,2001,manual,110,150000,diesel,Toyota,no,15
12900,sedan,2008,automatic,160,150000,petrol,Audi,no,8
2600,small car,2001,manual,80,100000,petrol,Fiat,no,15
1700,sedan,1998,manual,102,150000,petrol,Mercedes_Benz,no,18
14000,small car,2011,automatic,179,80000,petrol,Volkswagen,no,5
19999,coupe,2009,automatic,190,150000,diesel,Audi,no,7
14300,suv,2012,automatic,184,125000,diesel,Chevrolet,no,4
15250,convertible,2008,automatic,200,125000,petrol,Audi,no,8
1850,sedan,2002,manual,101,150000,diesel,Volkswagen,no,14
17500,station wagon,2013,manual,140,60000,diesel,Ford,no,3
3500,sedan,2000,manual,125,150000,lpg,Audi,unknown,16
6950,sedan,2010,manual,105,150000,diesel,Volkswagen,unknown,6
5499,sedan,1989,manual,544,150000,petrol,Volkswagen,no,27
3250,station wagon,2004,manual,105,125000,petrol,Volkswagen,no,12
19900,van,2014,manual,113,70000,diesel,Volkswagen,no,2
4000,sedan,2004,manual,105,150000,petrol,Seat,no,12
17500,van,2013,manual,105,70000,diesel,Volkswagen,no,3
12000,station wagon,2009,automatic,300,150000,diesel,Audi,no,7
500,sedan,2000,manual,85,150000,petrol,Opel,no,16
17999,station wagon,2011,automatic,143,90000,diesel,Audi,no,5
1500,van,1991,manual,113,150000,other,Volkswagen,unknown,25
699,van,1999,manual,133,150000,petrol,Chrysler,no,17
10290,van,2011,manual,102,150000,diesel,Volkswagen,no,5
6200,station wagon,2010,manual,105,150000,diesel,Skoda,no,6
2900,coupe,2001,manual,147,150000,petrol,Opel,no,15
2300,van,2004,manual,101,150000,petrol,Opel,no,12
9500,station wagon,2007,automatic,169,150000,diesel,Volkswagen,no,9
3950,sedan,2003,manual,101,150000,diesel,Volkswagen,unknown,13
3800,small car,2009,Unknown,113,80000,petrol,Smart,unknown,7
1111,sedan,1995,manual,101,150000,petrol,Audi,no,21
4300,convertible,2003,automatic,61,90000,petrol,Smart,no,13
12500,small car,2009,automatic,140,90000,diesel,Seat,unknown,7
18750,van,2011,automatic,140,70000,diesel,Volkswagen,no,5
4299,coupe,2000,manual,193,150000,petrol,BMW,no,16
7950,station wagon,2008,manual,150,60000,petrol,Peugeot,no,8
3350,Unknown,2016,manual,101,150000,other,Opel,no,0
1450,sedan,1998,Unknown,122,150000,petrol,Mercedes_Benz,no,18
1990,sedan,2000,manual,75,150000,petrol,Volkswagen,no,16
1350,station wagon,1999,manual,113,150000,petrol,Mercedes_Benz,unknown,17
1080,sedan,1998,manual,101,150000,petrol,Volkswagen,unknown,18
500,Unknown,2000,Unknown,113,150000,other,Alfa_Romeo,unknown,16
699,small car,1998,manual,113,150000,petrol,Opel,no,18
15950,sedan,2009,automatic,170,125000,diesel,Volkswagen,no,7
650,van,2001,manual,63,150000,petrol,Mazda,no,15
12300,small car,2012,manual,125,60000,petrol,Ford,no,4
32900,suv,2001,automatic,296,150000,petrol,Mercedes_Benz,no,15
18500,suv,2008,automatic,387,100000,petrol,Mercedes_Benz,no,8
6900,sedan,2004,automatic,205,150000,diesel,Mercedes_Benz,unknown,12
4600,convertible,2001,manual,163,150000,petrol,Volvo,no,15
13999,suv,2012,manual,150,150000,diesel,Ford,no,4
7900,small car,2006,manual,116,150000,petrol,BMW,no,10
1450,sedan,2003,manual,103,150000,petrol,Opel,no,13
3900,sedan,2002,manual,101,150000,diesel,Volkswagen,no,14
1400,station wagon,2001,manual,150,150000,diesel,Volkswagen,no,15
5500,station wagon,2007,automatic,156,125000,petrol,Sonstige_Autos,no,9
5500,station wagon,2002,manual,150,150000,diesel,BMW,no,14
6200,station wagon,2007,manual,140,150000,diesel,Volkswagen,no,9
6755,sedan,2011,manual,163,150000,diesel,BMW,no,5
1150,small car,1998,manual,113,100000,petrol,Ford,unknown,18
5890,sedan,2006,manual,75,100000,petrol,Volkswagen,no,10
6999,small car,2008,manual,113,50000,other,Toyota,no,8
7499,sedan,2008,manual,241,150000,petrol,Seat,no,8
2000,convertible,1996,manual,75,125000,petrol,Opel,no,20
1000,small car,2000,manual,113,150000,petrol,Volkswagen,no,16
1600,Unknown,2016,Unknown,64,150000,petrol,Volkswagen,no,0
2700,sedan,2001,automatic,95,150000,diesel,Mercedes_Benz,no,15
6100,sedan,2005,manual,200,150000,petrol,Volkswagen,no,11
1299,small car,1999,manual,60,125000,petrol,Opel,no,17
2000,sedan,2002,manual,105,150000,petrol,Volkswagen,no,14
1600,station wagon,2000,manual,205,150000,petrol,Ford,no,16
17500,suv,2012,manual,140,125000,diesel,Volkswagen,no,4
7800,convertible,2006,manual,140,100000,petrol,Opel,no,10
5500,station wagon,2008,manual,120,100000,petrol,Peugeot,no,8
4390,station wagon,2008,manual,126,150000,petrol,Hyundai,no,8
700,station wagon,1998,manual,131,150000,petrol,Ford,no,18
17000,station wagon,2011,manual,140,90000,diesel,Volkswagen,no,5
700,Unknown,2007,manual,65,125000,cng,Fiat,yes,9
1000,station wagon,2000,manual,95,150000,diesel,Volkswagen,yes,16
2000,station wagon,2003,manual,103,150000,petrol,Opel,no,13
800,van,1998,manual,113,150000,petrol,Opel,yes,18
12950,convertible,2009,manual,160,100000,petrol,Volkswagen,no,7
28400,small car,2014,automatic,192,20000,petrol,MINI,no,2
12999,convertible,2011,automatic,102,70000,petrol,Smart,no,5
1100,small car,2004,manual,113,100000,petrol,Renault,no,12
6500,coupe,2004,automatic,143,100000,petrol,Mercedes_Benz,yes,12
3350,small car,2004,manual,113,125000,petrol,Fiat,no,12
1399,small car,2000,manual,101,150000,petrol,Mercedes_Benz,unknown,16
2800,station wagon,2000,automatic,170,150000,petrol,BMW,no,16
4999,small car,2008,manual,80,100000,petrol,Opel,no,8
18300,coupe,2007,manual,306,150000,petrol,BMW,no,9
7500,station wagon,2006,manual,163,150000,diesel,BMW,no,10
1950,other,1997,automatic,211,150000,petrol,Opel,unknown,19
3000,sedan,2003,manual,101,150000,diesel,Volkswagen,no,13
699,other,2001,manual,60,150000,diesel,Opel,no,15
3400,Unknown,2016,manual,167,150000,other,Renault,no,0
4150,sedan,2010,manual,75,60000,petrol,Peugeot,no,6
3690,van,2006,automatic,131,150000,diesel,Renault,no,10
2000,sedan,2003,manual,147,150000,other,Opel,yes,13
5300,sedan,2004,manual,122,150000,diesel,BMW,no,12
3250,station wagon,2001,manual,150,150000,petrol,Volkswagen,no,15
5000,station wagon,2008,manual,109,100000,petrol,Kia,no,8
7390,van,2006,manual,140,150000,diesel,Ford,no,10
3250,station wagon,2004,manual,192,150000,petrol,Audi,no,12
8500,convertible,2009,manual,68,20000,petrol,Sonstige_Autos,no,7
7400,sedan,2009,manual,116,90000,petrol,Ford,no,7
3890,convertible,2005,manual,120,150000,diesel,Renault,no,11
14450,sedan,2011,manual,143,70000,diesel,BMW,no,5
3600,sedan,2001,manual,131,150000,diesel,Audi,no,15
5000,sedan,2003,automatic,163,150000,diesel,BMW,no,13
600,sedan,1994,manual,90,150000,diesel,Volkswagen,no,22
7900,van,2006,manual,120,100000,diesel,Opel,no,10
1000,sedan,1999,manual,90,150000,diesel,Ford,no,17
15800,sedan,2013,manual,179,20000,petrol,Seat,no,3
1750,van,2004,manual,101,150000,diesel,Opel,no,12
10300,sedan,2011,manual,86,80000,petrol,Volkswagen,no,5
2200,small car,2003,manual,69,150000,diesel,Fiat,no,13
3500,small car,2004,manual,90,150000,petrol,MINI,no,12
850,small car,1990,manual,113,150000,petrol,Volkswagen,no,26
8490,suv,2010,manual,136,150000,diesel,Sonstige_Autos,no,6
2800,sedan,2004,manual,97,125000,petrol,Toyota,yes,12
7000,sedan,2009,manual,110,125000,diesel,Opel,no,7
500,Unknown,2016,manual,88,150000,other,Toyota,no,0
4900,Unknown,2005,Unknown,113,150000,diesel,Mercedes_Benz,unknown,11
3300,sedan,2005,manual,95,150000,petrol,Mitsubishi,no,11
11500,suv,2005,manual,150,150000,diesel,BMW,no,11
1998,station wagon,1999,manual,116,150000,diesel,Volkswagen,no,17
5899,small car,2012,manual,65,50000,lpg,Chevrolet,no,4
1450,sedan,1998,manual,150,150000,petrol,Volkswagen,yes,18
1050,station wagon,1998,automatic,177,150000,diesel,Mercedes_Benz,yes,18
5200,van,2008,manual,75,150000,diesel,Fiat,no,8
34999,coupe,2011,automatic,450,150000,petrol,Audi,no,5
1000,station wagon,2004,manual,113,150000,diesel,Opel,yes,12
6000,sedan,2007,manual,105,150000,diesel,Volkswagen,unknown,9
9500,van,2008,manual,140,125000,diesel,Sonstige_Autos,no,8
6900,sedan,2005,manual,170,150000,petrol,BMW,no,11
1990,station wagon,2004,manual,105,150000,diesel,Skoda,unknown,12
9500,convertible,1993,automatic,193,150000,petrol,Mercedes_Benz,unknown,23
10800,station wagon,2008,automatic,113,150000,diesel,Mercedes_Benz,no,8
4000,van,2003,Unknown,113,150000,diesel,Volkswagen,yes,13
7200,convertible,2001,manual,163,150000,petrol,Mercedes_Benz,no,15
1800,convertible,2004,manual,95,100000,petrol,Ford,yes,12
4900,small car,2012,manual,75,80000,petrol,Renault,no,4
12200,coupe,1993,manual,210,5000,petrol,BMW,no,23
5200,small car,2005,manual,131,150000,diesel,Skoda,no,11
6666,sedan,2003,manual,190,150000,other,Audi,unknown,13
949,small car,2000,manual,113,125000,petrol,Opel,no,16
799,small car,2000,manual,113,150000,petrol,Opel,yes,16
2850,small car,2009,manual,60,150000,other,Fiat,no,7
6300,sedan,2011,manual,120,60000,petrol,Opel,yes,5
700,sedan,1989,Unknown,113,80000,other,Trabant,unknown,27
3999,convertible,2001,automatic,231,150000,petrol,BMW,no,15
2000,sedan,2000,manual,113,150000,petrol,Seat,unknown,16
9900,sedan,2004,manual,231,150000,petrol,BMW,no,12
25990,suv,2011,automatic,170,80000,diesel,Mercedes_Benz,no,5
3500,convertible,2014,automatic,163,150000,diesel,Audi,yes,2
1099,sedan,1999,manual,113,150000,other,BMW,unknown,17
